audio_resampled/Voice29.wav|उक्त महत्त्वलाई बुझ्दा बुझ्दै पनि बढ्दो जनसंख्याको कारणले दिन प्रतिदिन जंगलको विनाश भइरहेको पाइन्छ।
audio_resampled/Voice30.wav|मन्त्रीहरू र अरू ठूला-ठूला कर्मचारीहरू सरकारी आवासस्थानहरूमा; पसले, जागीरिया, कृषक, गरीब, मध्यवित्तीय तथा धनी व्यक्तिहरू छन् ।
audio_resampled/Voice31.wav|हामीले यसमा रहेको अर्थपूर्ण ज्ञानलाई मनले धारण गर्न सक्यो भने लक्ष्य र आकाङ्क्षा प्राप्त गर्न सक्छौ।
audio_resampled/Voice32.wav|तिहार हाम्रा चाडहरू मध्येको एक महत्त्वपूर्ण चाड हो।
audio_resampled/Voice33.wav|दूबो पनि छ, तर खोइ, त्यो कम्पनीको बगैंचाको संयम यिनीहरूमा ? खोइ, त्यो सुसंस्कृत, सुव्यवस्थित रचना यिनीहरूको ?
audio_resampled/Voice34.wav|हामी त्यहाँ गयौं ।
audio_resampled/Voice35.wav|हामी वृक्ष वनस्पतिलाई पनि उनीहरूको उपकार सम्झी श्रद्धा गर्छौं।
audio_resampled/Voice36.wav|देशको भौतिक अवस्थालाई विपन्नताबाट सम्पन्नतातर्फ, नराम्रो अवस्थाबाट राम्रो अवस्थातर्फ, यथास्थितिबाट उन्नतितर्फ लैजानुलाई देश विकास भनिन्छ।
audio_resampled/Voice37.wav|फर्जी बिल बनाएर समेत इन्धनमा आर्थिक अनियमितता हुने गरेको ती कर्मचारीले बताए ।
audio_resampled/Voice38.wav|त्यस्ता वर्गहरूका लागि पनि योग्यता, क्षेमता, रुचि र दक्षता अनुसारका तालिम, रोजगार र कामको व्यवस्था गरी तिनको मनोबल बढाएमा तिनले पनि देश-विकासको होस्टेमा हैसे गर्न पुग्दछन् ।
audio_resampled/Voice39.wav|हामी नेपाली विर गोर्खाली रगतले हार मान्दैनौ र गौतम बुद्धको शिक्षालाई चारै तर्फ बाढ्छौ।
audio_resampled/Voice40.wav|जीवनचक्रमा हरेक व्यक्ति एकपल्ट युवावस्थामा पुग्दछ र ऊ व्यक्तिगत रूपमा कुनै पद वा ओहदामा बसेर वा नबसेरै भए पनि राष्ट्रिय विकासको पुनीत महायज्ञमा सरिक भएकै हुन्छ।
audio_resampled/Voice41.wav|यसमा एउटा वायु निवास गर्छ, त्यसो हुनाले गाउँलेहरू मनौती मान्दै यसमा फलामका कीलाहरू गाड्छन्‌ ।
audio_resampled/Voice42.wav|यसबारेमा कार्यवाहक नगरप्रमुख प्रविन र प्रमुख प्रशासकीय अधिकृत विनयकुमार सोनु सम्पर्कमा आउन चाहेनन् ।
audio_resampled/Voice43.wav|यो कारणले हामी प्रसन्न वा अन्यलाई प्रभाव पार्नको लागि जन्मिएको छैन र हामी कहिल्यै पनि गर्न सक्दैनौं।
audio_resampled/Voice44.wav|अनेकौँ मुहानबाट निस्केका पवित्र नदि जस्तै यहाँ अनेकौँ परम्परा र मान्यता छन्।
audio_resampled/Voice45.wav|यदि हामीले आफ्नो अधिकार पाएनौ भने काटमार, हडताल आदि सुरु गर्न थाल्छौ तर आफ्नो दायित्व भने पुरा गर्दैनौं।
audio_resampled/Voice46.wav|कसैले कारखानामा बेच्छन् त कसैले होटेलमा बेचिदिन्छन् ।
audio_resampled/Voice47.wav|अस्ट्रेलियाले एक इरानी व्यवसाय र तीन जना इरानी नागरिकमाथि प्रतिबन्ध लगाएको जनाउँदै उनले कुरा रखे।
audio_resampled/Voice48.wav|अनेकौ मन्दिर, गुम्बा, स्तुपा, कलाकृति आदिले पनि मेरो देशलाई सिगारेका छन् र विश्वमै चिनाएका छन्।
audio_resampled/Voice49.wav|यस दिन लक्ष्मीलाई खुसी पार्न सकियो भने घरमा सधैँ लक्ष्मीको बास हुन्छ भन्ने विश्वास पनि सबै हिन्दूहरूमा रहेको पाइन्छ।
audio_resampled/Voice50.wav|समाज तथा व्यक्तिको उन्नति नहुने भएकाले यस क्षेत्रमा पनि अनुशासनको महत्त्व टडकारोको रुपमा खट्किन्छ, त्यसै गरी सरकारी तथा गैरसरकारी कार्यालयमा पनि जरुरी छ ।
audio_resampled/Voice51.wav|राधा कस्ती सरल बालिका जस्ती थिई, उसको गोल-गोल अनुहारमा अझै बालिकाको स्निग्धता बाँकी नै थियो- तर आमा पनि हुन लागेकी थिई अब त्यो ।
audio_resampled/Voice511.wav|सिँचाइको लागि पनि बर्सा हुनु जरुरी छ।
audio_resampled/Voice512.wav|त्यसै कारणले हामीले आफ्नो दायित्वलाई पुरा गर्नुपर्छ।
audio_resampled/Voice513.wav|सैनिकले शस्त्रास्त्रले सुसज्जित भएर राष्ट्रिय अखण्डताको पहरेदारको भूमिका निर्वाह गरेका हुन्छन्।
audio_resampled/Voice514.wav|पछिल्लो समय पालिकाले तोकआदेशमै दश जनालाई दैनिक ज्यालादारी कर्मचारीको रूपमा नियुक्त गरेको थियो।
audio_resampled/Voice515.wav|यस्तो हुन सक्यो भने गाउँका मानिसले बिस्तारै त्यहाँ भएका पुस्तकहरु पढ्न थाल्छन र केहि ज्ञान प्राप्त गर्छन।
audio_resampled/Voice516.wav|रुसले इरानलाई दिने सैन्य सहयोग बढ्नेमा अमेरिका र बेलायत सहमत रहेका उनले बताए ।
audio_resampled/Voice517.wav|थुनिएपछि उसले सुन्यो कि राधाले छोरो नै पाई ।
audio_resampled/Voice518.wav|हामी उनीहरूलाई छिमेकी, मित्र र आफन्तलाई प्रभाव पार्न चाहन्छौं।
audio_resampled/Voice519.wav|यसको कारणले हाम्रो देश नदीको गतिमा विकासमा लाग्ला।
audio_resampled/Voice52.wav|शरीर स्वस्थ भएपछि मानिसले धेरै काम गर्न सक्छ।
audio_resampled/Voice520.wav|‘इन्धनमा त मनलाग्दी खर्च छ,’ पालिकाका एक कर्मचारीले भने, ‘पालिकाको सवारी साधनभन्दा आफन्त र नजिकका मान्छेलाई दिइने इन्धन बढी छ ।
audio_resampled/Voice521.wav|यो बिरानो घरमा उ पनि चुप लागेर बसिरहन्थी र केही सोध्यो भने आफ्ना ठूला-ठूला आँखा उठाएर हेर्थी ।
audio_resampled/Voice522.wav|कस्तो अनुद्धिगन छ उसको मन- एकदम भावनाशून्य भएको छ उसको हृदय- धोइएर, पुछिएर चोखो ।
audio_resampled/Voice523.wav|साहोडको भ्याङ जसबाट राम्रा-राम्रा दतिउन काटिन्छन्‌, बकाइनो जो नीमको रूख होइन, पटेर र झाडका जङ्गल जो कोशीका दुवै किनारामा छन्‌।
audio_resampled/Voice524.wav|यसको गौरव हामी सबै गौरव हो।
audio_resampled/Voice525.wav|हामी नेपालीले आफ्नो ज्ञानले सबैलाई पवित्र बनाउनुपर्छ।
audio_resampled/Voice526.wav|आज यो आधुनिक युगमा मानिस आफ्नो स्वार्थ र कमाउनको लागि अरुलाई मार्ने काम गरछन् ।
audio_resampled/Voice527.wav|नेपाली सर्वप्रथम पुस्तकालयको निर्माणमा अगाडि बढाउने मान्छे जोन उड हुन्।
audio_resampled/Voice528.wav|यस चाडमा गरिने पूजा र हरेक क्रियाकलापले हामीलाई सत्मार्ग लाग्ने प्रेरणा दिन्छन्।
audio_resampled/Voice529.wav|हाम्रो देश नेपालमा दश प्रतिशत व्यापारीले पनि राम्ररी कर तिर्दैनन् र यसको परिणाम पनि हामीले नै भोग्ने गर्छौ।
audio_resampled/Voice53.wav|बैनी बडो उत्साही बालिका थिई ।
audio_resampled/Voice530.wav|कार्तिक कृष्णपक्षको त्रयोदशी तिथिका सुनसान अँधेरी रातमा घन्किएको मेरो चिच्याहाट सुनेर छिमेकीहरूलाई साथ दिइरहेकी एकछिनका लागि बेपत्ता भएकी थिइन।
audio_resampled/Voice531.wav|ति बिचरा साँच्चैका अवसर बाट वन्चित र अशिक्षित नारी को त्यहा उपस्थिती हुनेछ / भएको छ ।
audio_resampled/Voice532.wav|कति विश्वास र भरको ढुकुटी लिएर मेरा लागि बसिरहेका थिए ती उड्न लागेका राता-काला बुट्टाहरू ।
audio_resampled/Voice533.wav|यो ठूलो रूख पाकडको रूख हो ।
audio_resampled/Voice534.wav|अनि अङ्ग्रेजी पनि पढ्न थाली- ए. बी. सी. डी.!
audio_resampled/Voice535.wav|प्रहरीसेवा र सेनामा त् अनुशासन नभई हुँदैन, तसैले यी क्षेत्रमा अनुशासनको कडाइक साथ पालना गरिन्छ, यी विभिन्न क्षेत्रमा अनुशासनको पालना नहुने हो ।
audio_resampled/Voice536.wav|एसियाका दुई ठुलो राष्ट्र भारत र चीनको बिचमा रहेको मेरो देश नेपाल रहेको छ।
audio_resampled/Voice537.wav|कहिले पैसा चोरेको कारणले झगडा गर्छन र कहिले उटपटयाङ काम गर्ने गरछन्।
audio_resampled/Voice538.wav|तर उ यति सानी थिई कि केके कुरा गर्ने उसँग ?
audio_resampled/Voice539.wav|किशोर फेरि एक्लै भयो कोठामा ।
audio_resampled/Voice54.wav|जसलाई वास्तविकताको बोध पाउन म बारम्बार हातले छोइरहन्छु र बीचबीचमा जसमा व्यथित हृदयले टाँस्टिन पुग्छु ।
audio_resampled/Voice540.wav|उस दिन खास गरी गाई-गोरुका गोबरबाट पहाड जस्तो बनाई त्यसैलाई गोवर्धन पर्वत मानेर पूजा गर्ने गरिन्छ।
audio_resampled/Voice541.wav|मेरो देश मेरो लागि गौरव हो किनकि यहाँ बार्है महिना बग्ने खोला-नाला छन् भने शान्तिको चिन्ह गौतम बुद्धको जन्मस्थल हो।
audio_resampled/Voice542.wav|संसारका धेरै मानिसहरू निरन्तर पर्वतारोहण गरीरहन्छन।
audio_resampled/Voice543.wav|बनारसको पसल यहाँ कहाँ ? मिश्ची, छोहोरा, नरिवलका टुक्रा, राता, हरिया र काला रङ्गका मोटा- मोटा चुराहरू मात्र थिए त्यसको पसलमा ।
audio_resampled/Voice544.wav|धनकी देवी लक्ष्मीले कृपा गरिन् भने भइन्छ भन्ने विश्वास सबै हिन्दूहरूमा रहेको छ।
audio_resampled/Voice545.wav|जस्तै-प्रिथिवी नारायण शाह,बलभद्र कुँवर आदि।
audio_resampled/Voice546.wav|नेपाल गरिब मुलुक हो तर वनमा धनी छ।
audio_resampled/Voice547.wav|एक दिन उसले दुलहीलाई भन्यो साँझतिर- राधा !
audio_resampled/Voice548.wav|अझै हाम्रो समाजमा हाम्रो राम्रो परम्परा र संस्कृतिलाई भुलेर पराइको संस्कृतिलाई आँखा चिम्लेर पचाउने केही छन्।
audio_resampled/Voice549.wav|सरकारले देशलाई हाम्रै पैसाले चलाउँछन्।
audio_resampled/Voice55.wav|आमा त भन्थिन्‌- गाउँको पाठशालामै कौमुदी पढाए भइहाल्थ्यो नि ।
audio_resampled/Voice550.wav|भ्रस्टाचार समाजको अर्को समस्यो हो।
audio_resampled/Voice551.wav|देहातको बिराट्‌ शून्यताको स्वयं एउटा हिस्सा भएर मेरो कलिलो हृदयलाई कनै सान्त्वना दिँदैन ।
audio_resampled/Voice552.wav|विश्वमा नेपाललाई चिन्नेले हामी नेपालीलाई पनि चिन्दछ।
audio_resampled/Voice553.wav|यस देशलाई सबैले आफ्नो साझा फूलबारी भनेका छन् र सबैले यसको हेरचाह पनि गरेकै छन्।
audio_resampled/Voice554.wav|यहाँको यो ह्वाङ्ग खुला विराटतामा जसमा आधारका लागि केही कुरा पाइँदैन- दृष्टिसम्म कहीं अड्किन पाउँदैन, हराइएला जस्तो भय हुन्छ ।
audio_resampled/Voice555.wav|“असम्भव भन्ने कुरो मूर्खहरूका शब्दकोशमा मात्र हुन्छ” भन्ने नेपोलियनको भनाइ पृथ्वीनारायणको जीवनमा पनि चरितार्थ भयो।
audio_resampled/Voice556.wav|जसमा अनेकानेक रङ्गका फूलका बिरुवाहरू सजाइएका छन्‌, सानो हावामा पनि चञ्चल भएर शिर हल्लाउन थाल्छन्‌ मानौं उत्साहको लहर तिनीहरूमा फैलिन पुगेको छ ।
audio_resampled/Voice557.wav|सोह्र मध्ये पाँच वटा ल्वाइड कम्पनिको, एउटा एलजी तथा दश वटा पानासोनिक कम्पनिको छ ।
audio_resampled/Voice558.wav|त्यो धारमा धेरै किसिमका माछा पाइन्छन्‌- रोहु, बुहारी, कतला, काँटी, सिंगी, मुंगरी, बामी ।
audio_resampled/Voice559.wav|मैले भोलिपल्ट त्यही दिएर उसका प्रति आफ्नो आदर र कृतज्ञता ज्ञापन गर्न चाहेँ ।
audio_resampled/Voice56.wav|भैंसवार ठिटो पछर्वारेया धारमा भैंसीलाई नुहाउन गएको थियो, हामी दुबैले दुईचोटि कोशीको धारलाई पार गर्यौं ।
audio_resampled/Voice560.wav|विलासिताको साधनमा गणना हुने एसी खरिद गर्न पनि नगरपालिकाले अठार लाख रुपैयाँभन्दा बढी खर्च गरेको छ ।
audio_resampled/Voice561.wav|इज्जत थुपार्छ यसले हामी सबैको ।
audio_resampled/Voice562.wav|लक्ष्मीपूजाकै दिन नेपाली भाषा र साहित्यका शिखर पुरुष लक्ष्मी प्रसाद देवकोटाको पनि जन्मजयन्ती पर्ने भएकोले यस दिन वा यसकै वरपरका दिनमा हाम्रो देश ।
audio_resampled/Voice563.wav|म पनि ठूलो हुन्छु- धेरै पढ्छु ।
audio_resampled/Voice564.wav|यहाँको वायु पनि त्यस्तै निर्गन्ध, काशीको हावामा नाना किसिमका गन्ध लादिया हुन्थे, नाला-पनालाको गन्ध,
audio_resampled/Voice565.wav|उसले विदेशमा पनि कलेजमा पढ्ने विद्यार्थीहरूको एउटा संघ बनाएको थियो जहाँ नाना बिषयमा छलफल हुन्थे- प्रजातन्त्र; मार्क्सवाद; स्वतन्त्रता; समाज र व्यक्ति आदि विषयहरूमा ।
audio_resampled/Voice566.wav|अनि एकछिनपछि त्यसै लहडमा सोधेको जस्तो गरी किशोरले भन्यो- तिमीलाई पहिलो सन्तान छोरा कि छोरी, के मन पर्छ !
audio_resampled/Voice567.wav|जल-सम्पदाका हिसाबले मेरो देश विश्वकै ब्राजिलपछि दोस्रो जलधानी देश र एसिया महादेशमा पहिलो जलधनी देशका रुपमा चिनिन्छ।
audio_resampled/Voice568.wav|धेरैजसो व्यक्तिहरूले पर्वतारोहणमा नयाँ कीर्तिमान कायम गरेर आफ्नो नाम पनि खाँसै राखेकै छन्।
audio_resampled/Voice569.wav|यस्ता चलनको कारणले गरिब घरका छोरीहरुको बेहे भइरहेको छैन।
audio_resampled/Voice57.wav|देशको निर्माणमा र उन्नतिमा समाजको ठुलो योगदान रहेको छ भन्ने कुरा प्रत्यक नागरिकले दिलदिमागले बुझ्नुपर्छ।
audio_resampled/Voice570.wav|हामीहरू कुद्दै पुग्यौं नजरियाकहाँ ।
audio_resampled/Voice571.wav|उपत्यकाका राजाका सहयोगमा आएको अंग्रेज सरदार किनलोकलाई उनले सिन्धुलीमाडीमै धूलो चटाएर लखेटिदिए; ।
audio_resampled/Voice572.wav|यी हामी सबै नेपालीको प्यारो देश हो र यसलाई हामीले आफ्नो प्राणभन्दा प्यारो ठानेका छौँ।
audio_resampled/Voice573.wav|कतिपय त् यसलाई पेसाकै रूपमा पनि अँगालेको पाइन्छ।
audio_resampled/Voice574.wav|तर यो प्राय अविकसित गाउँहरुमा गर्ने चलन हो।
audio_resampled/Voice575.wav|ती मध्ये एक खतरनाक र अहिले बढी मात्रामा चलिरहेको समस्या लागु पदार्थ हुन्।
audio_resampled/Voice576.wav|गङ्गाजीपारिको बालुवाको गन्धले भरिएको विचित्र आत्मीयताको न्यानो लिएर बग्ने बनारसको हावा यहाँ छैन ।
audio_resampled/Voice577.wav|पुस्तकालय एक मन्दिरका रुपमा लिइन सकिन्छ किनभने एसले हामीलाई सचाई र सत्य बाटोमा लाउन सक्छ,यदि तिमीले यसमा भएको ज्ञानलाई सही उपयोग गर्यो भने।
audio_resampled/Voice578.wav|त्यसैले हामीले गाउँलाई सहरमा परिवर्तन गर्नु छन् भने सरकारी पुस्तकालय बनाउन सरकार संग माग गर्नुपर्छ।
audio_resampled/Voice579.wav|यस देशलाई सबैले आफ्नो साझा फूलबारी बनेका छन् र सबैले यसको हेरचाह पनि गरेकै छन्।
audio_resampled/Voice58.wav|कसैमा पहाड चढ्ने तीव्र चाहना हुन्छ भने कसैलाई पहाड चढ्ने कुरा सुन्ने बित्तिकै ज्वरो आउँछ।
audio_resampled/Voice580.wav|काजलको आकाशमा एकनाससँग सलमा सितारा झल्केका हेरिदिने कोही छैन ।
audio_resampled/Voice581.wav|मानिसले स्वतन्त्रता पाएमा जे पनि गर्न सक्छन्, मानिसले चाहेको हरेक कुरा स्वतन्त्रता पछि पाउन सक्छन्।
audio_resampled/Voice582.wav|हत्केलाले मुख र नाकलाई पुछ्दै स्वाँ... स्वाँ गर्दै उसले भनी- म पर्छ्वारेया (पश्चिमपट्टिको) धारमा नुहाइरहेकी थिएँ ।
audio_resampled/Voice583.wav|त्यस्तै नेपाली संस्कृति सबै नेपालको समुन्नति चाहने साझा भावना हो।
audio_resampled/Voice584.wav|पश्चिमपट्टि एउटा ठूलो धूपीको रूख थियो ।
audio_resampled/Voice585.wav|त्यस कारणले हामीले सक्ने काम गरेर देशको अवस्थालाई अझ गतिलो बनाउनुपर्छ।
audio_resampled/Voice586.wav|नेपाली संस्कृतिमा केही विकृतिहरू पनि रहेको छ।
audio_resampled/Voice587.wav|पुस्तकालयले हाम्रो जीवनलाई अर्थ दिने गर्छन।
audio_resampled/Voice588.wav|नेपालमा एक पछि एक वीरहरूको जन्म भएको छ।
audio_resampled/Voice589.wav|सो वैवाहिक सम्बन्धमा समस्या बल्झेपछि बनारसका राजपूत अभिमानसिंहकी छोरी नरेन्द्रलक्ष्मीसँग बिहे गरेका थिए।
audio_resampled/Voice59.wav|धनी मान्छे नै अहिले अगाडि हुन्छन् र बिभिन्न नराम्रा काम गुस दिएर गराउँछन्।
audio_resampled/Voice590.wav|मानिसको जीवनमा सबैभन्दा सुखको क्षण यसको बाल्यकाल नै रहेछ भन्ने कुरा मैले अहिले आएर थाहा पाए।
audio_resampled/Voice591.wav|वातावरण सुधार गर्नका लागि क्रियाकलापहरू बढाउन र महत्त्वपूर्ण रूपमा आफ्ना प्रियजनहरूसँग गुणस्तरको समय खर्च गर्छन्।
audio_resampled/Voice592.wav|नजरियाको एउटा सानो छाप्रो मात्र थियो ।
audio_resampled/Voice593.wav|यदि प्रकृति अनुशासनमा रहेन भने मानवजीवनको अस्तित्व नै संकटमा पर्दछ, प्रकृतिमा पाइने यस्तो अनुशासन मानिसका लागि प्रेरणादायी बनेको छ।
audio_resampled/Voice594.wav|यदि आमाले बोलेको नसुनेको भए यो ध्वनिहीन लोकमा त्यसै प्राणान्त हुने थियो ।
audio_resampled/Voice595.wav|नेपाली संस्कृतिमा केही विकृतिहरू पनि रहेको छ।
audio_resampled/Voice596.wav|यसलाई कम नगरेसम्म जस्तोसुकै व्यवस्था आए पनि र जोसुकैको नेतृत्व भए पनि देश अगाडि बढ्दैन  सामान्य रुपमा भ्रस्टाचार भनेको घुस लेने वा दिने हो।
audio_resampled/Voice597.wav|जंगल जंगली जनावर, पक्षीहरूको आरक्षण पनि हो।
audio_resampled/Voice598.wav|तृण, तरु, लता, गुल्मी साराका सारा बर्बर, असंयम बाढमा हुर्केका छन्‌ ।
audio_resampled/Voice599.wav|उहाँ बाल्यकालमा पढाईमा कमजोर थिए तर उहाँलाई गणित र विज्ञानमा रुची थियो।
audio_resampled/Voice60.wav|नरनारी सबै, बालक, विद्यार्थी, ज्यामी, कामी, आफ्ना-आफ्ना घरमा-सर्वहारा पाटीका सत्तलमा जहाँ मुन्टो घुसार्ने ठाउँ पाए त्यहीं- सबै सुतेका थिए ।
audio_resampled/Voice600.wav|आधुनिक युगमा पत्रपत्रिकाले खेल्ने भूमिका ज्यादै प्रभावकारी देखिन्छ, अहिले पत्रपत्रिका विना कुनै पनि क्षेत्रको विकास हुन् सम्भव छैन, ।
audio_resampled/Voice601.wav|नारी सम्बन्धित अप्रिय घटनाहरु को नब्बे प्रतिशत कारण नारी शिक्षाको कमी र नारी चेतनाको कमीले नै हुन्छ्न।
audio_resampled/Voice602.wav|गत वैशाख तिस मा सम्पन्न स्थानीय तहको निर्वाचनवाट निर्वाचित नगरप्रमुख भीमराज यादवमाथि।
audio_resampled/Voice603.wav|नेपाली भाषा नेपालको राष्ट्रभाषा हो।
audio_resampled/Voice604.wav|गरिब र असहायलाई हेप्ने, नोकर बनाउने सामन्तवादी सोचबाट मुक्त भएको छैन।
audio_resampled/Voice605.wav|पढाइ सुरु गरेपछि मैले आफ्नो खेल्ने समयमा कटौती गरी त्यसलाई पढाइमै लगानी गरे।
audio_resampled/Voice606.wav|घर फर्किदा- लुगामा धूलो, हिलो, कानमा कनेलको सेतो, पहेँलो फूल, हातमा झाडका पातला सिरकना र अमरबेलीको पहेँलो लहरा।
audio_resampled/Voice607.wav|यहाका मनमोहक प्राकृतिक दृश्य हेर्न पाउँदा विदेशी पर्यटकहरुको मन निकै आनन्दित हुन्छ।
audio_resampled/Voice608.wav|म जंगलबाट यी फलफूलहरू घरमा ल्याउथे अनि भोलिपल्ट बिद्यालय लिएर जान्थे र आफ्ना साथीहरूलाई दिन्थे।
audio_resampled/Voice609.wav|काशीको मुख्य क्रा हो, त्यहाँका ढुङ्गा, पत्थर जो यहाँ आएर मेरो बालक मनमा तीक्ष्ण अनुभवको रूपमा बारम्बार प्रकट।
audio_resampled/Voice61.wav|परिवार र समाजको समुचित माया र स्नेह नपाएका वा आवश्कताभन्दा बढी माया र स्नेहले पुल्पुलिएका बालकहरू जब युवा बन्छन् तीमध्ये पनि केही विकृति-विसंगतितर्फ लागेका हुन्छन्।
audio_resampled/Voice610.wav|विसर्जन वाक्य त केही भन्नैपर्छ ।
